Record ID,Record Status,Response Value,Response Status,Is Discarded,Username,User ID,Prompt (first 100 chars)
b7ad010d-2f3a-449a-bc50-0ef8eb1333ba,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請撰寫一篇新聞稿，介紹科技部支持的奈米科技創新應用計畫，特別是邱士華醫師團隊利用基因編輯CRISPR/Cas9技術和奈米基因傳遞系統，開發出新式基因精準編輯治療創新平台，針對血
707cfefa-e881-4661-9bd6-eb8ad8bf91ff,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: [中學部雙語部G12獎項評選過程被指不公開不公正，評選未依具體事蹟推薦，導致學生權益受損。]　民眾陳情如上述，幫我以國科會立場回覆  ### 待評分的回覆: 如下提供一份以國科
bb584c2a-a61f-4070-9a3c-4feb726bfdea,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請撰寫一篇新聞稿，介紹一場探討藝術、歷史、社會之間關聯的講座，特別邀請國立臺灣大學歷史學系教授花亦芬教授，剖析藝術、歷史、社會的三角關係。  ### 待評分的回覆: 文化部藝術
cd97dd97-123a-4544-a90d-ded44406880b,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: [計畫主持人已由大學研究總中心解職，請確認其計畫是否需註銷，以避免詐欺國科會研究經費的問題。]  民眾陳情如上述，幫我用國科會立場寫一篇回覆  ### 待評分的回覆: 。  #
414c8140-e8b2-4227-935f-c2d54e1d7f07,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 麻煩你依照國科會角度回覆陳情。	『陳情人已等待學術倫理審查結果超過一個月，尚未收到回覆，請盡快提供審查結果。』  ### 待評分的回覆: 陳情人您好，  感謝您來信反映學術倫理
750ef317-1f28-403e-83d6-533ae3bbd85b,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 麻煩妳以國科會角度回覆陳情。　【如何申請處理ProfessionalResearchPDF所載具體事務的三千萬元經費？】  ### 待評分的回覆: ## 國科學術委員會針對Pr
7cb0bd49-3837-4cae-9e5c-635d4d2675f0,pending,N/A,N/A,False,N/A,N/A,"### 原始任務指令: 民眾陳情如下。 ""領有國科會經費補助的研究計畫，投稿期刊時題目相同是否合適？著作權屬於國科會還是期刊？若未註明補助，是否違反學術倫理？"" 請妳協助以國科會角度生成民眾陳情回覆 "
de6dbf8b-62e8-4ed9-9333-5be1d3cb2420,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請你根據以下內容撰寫一份公文：主旨為「為辦理○○○年度本會派員監辦三園區管理局之採購案件一案，陳請核示」，內容包括依政府採購法第12條規定辦理、請三園區管理局提供○○○年度採購
41d01c35-f080-4662-b522-fdb4acdb03c2,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請你根據以下內容撰寫一份公文：主旨為貴機構OOO學系暨研究所OOOOOO，擬申請專題研究計畫研究成果報告變更一案，本會同意，請查照。內容包括復貴機構113年O月O日OOO電子文
db9fdb89-43b8-4f79-91de-6c8f6894ad69,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 立院問詢：請問近五年來，國科會經費的增長情況如何？可不可以幫我提供單位窗口擬答。  ### 待評分的回覆: ## 立法院議事詢答：近五年國科會（現科技部）經費增長情況  **詢
0752510c-3e2b-414e-a053-39d737c86c43,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 立院審查時問到：請問國科會在「桃竹苗大矽谷計畫」中擔任什麼角色？用國科會專家語氣答覆。  ### 待評分的回覆: ## 新聞稿  **科技部Taiwan Tech Arena 
8986e8bb-6658-4ab8-a45b-e81f8fb7b3e2,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 民眾陳情簡述如下。  '台灣高等教育科技發展令人憂心，需國科會、國發會、教育部等跨部會共同努力解決。'  請妳協助以國科會回覆  ### 待評分的回覆: 論文涉嫌學術不端事件，
aa2a9063-9d22-442f-a7b9-57004a92df09,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 我收到一份民眾的詢問：矽光子技術的核心關鍵技術有哪些？麻煩提供相關單位窗口的解釋。  ### 待評分的回覆: (公文格式請依照您機關的規定調整，以下為範例)  **[機關名稱]
2721858f-ac4b-40b2-a68c-bab596c2341e,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請撰寫一篇新聞稿，介紹交通大學團隊開發的貓砂尿素檢測技術，該技術可以早期發現貓的腎病，並簡要介紹其原理、優點和未來發展。  ### 待評分的回覆: ## 新聞稿  **國科會科
e3d249f0-1ede-40cc-bf42-a00427c3cb5b,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 學研機構專題研究計畫主持人申請變更計畫主持人案。 我要寫一份回復給學研機構的書函，請提供回復的書函主旨及說明，學校來函主旨如下: ○○○專題研究計畫線上變更，主要主持人申請案(
5de39da8-777c-4a85-bacf-7380129b1744,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 委員質詢問到。  '氫能作為新興綠色能源，國科會與中研院在氫能研究與去碳燃氫方面是否有所區別？資源是否有效分配？'，請你提供相關單位窗口的解釋。  ### 待評分的回覆: ##
3fccba30-7617-418b-ba01-de4971eeeac6,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請你根據以下內容撰寫一份公文：主旨為有關「○年國家政務研究班第15期」及「○年高階領導研究班第14期」，內容包括依行政院○年1月15日院授人培字第11330211662號函辦理
19a0d12a-4788-48bb-b953-3fd29a7de554,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: [中學部雙語部G12獎項評選過程被指不公開不公正，評選未依具體事蹟推薦，導致學生權益受損。]　民眾陳情如上述，幫我以國科會立場回覆  ### 待評分的回覆: 期盼您好，感謝您對
8857c3b1-cdb4-42af-a5d1-81616f15a06e,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請你依據國科會職責，回覆民眾陳情事項： 大學將於今年主辦創新醫材峰會，促進台灣與國際創新者交流，尋求企業和校友支持與贊助。  ### 待評分的回覆: 您好，感謝您向國家科學及技
80b5a52d-9c5a-4bd1-910a-e8dc867d7578,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 有質詢委員詢問：『台灣杉高速電腦在AI運算上是否具有足夠的效能？』，請你提供單位窗口擬答。  ### 待評分的回覆: 各位委員，感謝您的提問。關於「桃竹苗大矽谷計畫」，國科會（
b168f234-892b-40c5-9264-3023710efe1e,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 立法院問詢:	『智慧國家方案（2021-2025年）』至今推動成效如何？	請你以國科會人員專業回答。  ### 待評分的回覆: 化為國科會（現為科技部）人員，針對立法院詢問「智
06dd190a-07e8-4911-b839-2b30c919b476,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 民眾投書問到。　細胞簡訊的運作說明是什麼？　以國科會專家語氣詳細說明。  ### 待評分的回覆: ## 新聞稿  **科技部率領40家臺灣科技新創隊伍征戰CES 2019，打造
36ee6b52-e6eb-4522-a864-87f2290aa46d,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請你協助依照國科會角度回覆陳情:　『科技新報邀請國科會科技辦公室執行秘書出席2023金融資安論壇，擔任開場致詞貴賓，以分享資安挑戰應對的經驗和指導。』  ### 待評分的回覆:
fbe3e809-5d66-4916-83ee-01037cef6d99,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 有質詢委員詢問： 國震中心在推廣新興耐震科技方面有哪些成功案例？ 請你用國科會專家語氣答覆。  ### 待評分的回覆: 各位委員，您好。關於國震中心在推廣新興耐震科技方面的成功
88a56477-1e30-48c3-8fa4-3a24fbd6abce,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 我收到一份民眾的詢問。　『國科會如何與國際衛星服務公司合作？』，請以國科會專家語氣詳細說明。  ### 待評分的回覆: 好的，針對您帳號被停用及身份證字號已使用過導致無法重新申
44017725-effc-487f-8242-bc9a60284444,pending,equal,draft,True,unknown,8382d363...,### 原始任務指令: 請撰寫一篇新聞稿，介紹國立中山大學電機系洪子聖講座教授領軍的研究團隊成功研發的多輸入多輸出（MIMO）4D感測技術，及其在6G通訊感測整合中的應用與未來發展。  ### 待評分
81d01cf2-0f38-4a7e-acc5-cdf8ad5d1ee6,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請撰寫一篇新聞稿，內容關於國科會舉辦「2023臺灣量子科技國際研討會」，邀請全球頂尖學研界及產業界專家分享量子科技最新進展與應用，旨在打造全球合作平台，共同推動量子科技發展。 
dc1cebd6-3866-4878-9486-a56e0f612e4d,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 行政院主計總處電傳通知，要求各部會提供所管○○計畫○○年度預算案數，我要寫一份大簽陳核給長官，請提供簽的主旨、說明及擬辦。  ### 待評分的回覆: 我想睡覺
ff745c3c-21ae-4e61-b55a-04dde9a54b45,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 「教授參加國際研討會選擇線上方式，報名費和註冊費是否可報帳為國外旅費？如須以業務費報帳，國外旅費是否需要繳回？」 民眾陳情如上述，請協助以國科會立場回覆  ### 待評分的回覆
77715385-8292-480a-83ed-1f1c037d1259,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請根據竹科管理局的「新竹園區（寶山用地）第2期擴建計畫」，撰寫一篇新聞稿，內容包括計畫目的、公聽會召開情況、社區用地規劃、信仰中心保生宮遷移用地、協議市價、徵收市價、地上物及營
3c834d11-a317-4937-9a4a-e6c78860c027,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請撰寫一篇新聞稿，介紹臺灣大學物理學系副主任朱士維教授領導的國際合作團隊，利用矽奈米結構的特殊電磁共振模態，提升矽的光學非線性效應，實現GHz超快奈米全光學開關和遠場光學超解析
d54550f7-f373-406c-b8ef-395e7ad0d2c8,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請根據科技部科學工業園區審議委員會第35次會議的內容，撰寫一篇新聞稿，介紹通過的9家投資案及其投資額、研發項目和預期成果。  ### 待評分的回覆: 陳情者您好，  感謝您撥冗
e1f15df8-8f5c-48af-9bb9-ffbfb7098e98,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請你根據以下內容撰寫一份公文：主旨為貴中心請本會代為支付監視器監控系統及儲存資料移機所需費用新臺幣○元一案，內容包括復貴中心111年8月23日(111)公托國科會職北市字第11
3cc92d94-2cd1-49df-99b2-75f22f0080a4,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 你能否幫我撰寫一份公文，內容是關於國家發展委員會函請本會就衛生福利部「後新冠疫情時代傳染病檢驗網絡」修正資料回復意見一案的回覆，請根據提供的公文內容，包括主旨、說明等部分，完成
e1634db6-ca94-4502-85f8-9931fb06ba2b,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 我收到一份民眾的詢問：	彈薪方案在整體推動上有何進展？	以國科會人員專業回答。  ### 待評分的回覆: 委員您好，感謝您的提問。國科會（科技部）對於人才培育的確非常重視，尤其
9c1776cb-18ff-45aa-814e-e5e5e23a6213,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 你能根據以下內容撰寫一份公文嗎？公文主旨為加強性別平等相關教育訓練，內容包括依法務部廉政署函件辦理，近期部分政風單位發生性騷擾等性平相關案件，請各政風機構加強規劃辦理同仁之性別
7ef13bba-b6d5-46f7-b685-4e46f72f65be,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請你根據以下內容撰寫一份公文：主旨為「有關教育部『2023年第四屆臺灣科學節』起跑記者會邀請卡請主委共同署名一案，簽請核示」，內容包括活動背景、共同主辦單位、活動主題、活動內容
7e09d5db-b7a3-41eb-ac74-c1c11164155d,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請你根據以下內容撰寫一份公文：主旨為檢陳本會及所屬機關「組織調整後專業加給調整建議及經費分析表」共4份，請鑒核。內容包括科技部配合鈞院組織調整為國家科學及技術委員會，並自○年○
ede917e5-508c-44a4-bf9e-66c4d32551b5,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請你依照國科會角度回覆陳情:  《公司在服務超過十年，因身體原因導致工作表現不佳，考績不佳已接受兩次懲罰，現在公司要資遣，質疑是否為正當處理或另有用便宜勞工的目標。》  ###
67666055-77b2-43a3-9a1b-6aa9fbb9044a,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 立法委員請提供說明資料，需要撰寫1份簽陳核給長官，請提供簽的主旨、說明及擬辦。  ### 待評分的回覆: 00000000000000000000000000000000000
d71413a5-e12e-4c03-ba3c-44face158313,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 有民眾寫信詢問：重點產業高階人才培訓計畫（110-114年）對於青年就業市場的影響為何？幫我模擬國科會專業人員回應。  ### 待評分的回覆: 型號：國科會人才培訓計畫諮詢回覆
d51a236f-b91e-4241-ba84-deae9ffad58d,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請撰寫一篇新聞稿，介紹一場探討「後女性主義」與「女力」之間關聯的講座，特別是以鋼管舞為例，邀請國立政治大學英國語文學系特聘教授陳音頤進行演講。  ### 待評分的回覆: ## 
4d5ed8d8-c063-488d-87dd-ffac04a9b253,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 這是委員質詢提到的問題：新竹園區長期用水需求及因應措施為何？請你用國科會專家語氣答覆。  ### 待評分的回覆: 回應委員的質詢，關於新竹園區長期用水需求及因應措施，我以國科會
ac023a9c-be37-40a5-a7ac-d58f6095cf21,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請根據科學工業園區審議委員會第132次會議的內容，撰寫一篇新聞稿，介紹七件投資審議案的詳細信息，包括投資金額、公司簡介、技術特色和發展潛力等。  ### 待評分的回覆: 會議紀
3eee6f08-2aff-40d8-a464-59c803e4b4e2,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 清華大學來函，因執行本會「物理研究推動中心業務計畫」，擬派OOO研究助理小姐於本部協助自然處學門相關業務，請提供書函的主旨及說明回復該校同意所請  ### 待評分的回覆: **
f1c63714-e4d5-48ce-8489-5d74b5614b25,pending,N/A,N/A,False,N/A,N/A,"### 原始任務指令: 你能否幫我撰寫一份公文，內容關於人文處擬繼續規劃推動第5期「人文及社會科學研究海外人才培育計畫」，並溯自112年4月1日起，2年總經費37,400千元，包括計畫背景、前4期計畫"
e2618a8b-9f87-4e00-aefc-f5bc5e66c1c7,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 麻煩妳依據國科會職責，回覆民眾陳情事項:  '申請到國家科學及技術委員會的博士生獎學金後，是否需放棄學習型兼任研究助理的獎助學金？可否同時領取？'  ### 待評分的回覆: 台
71b6e1c2-796c-40cd-9b82-b86113589c21,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 民眾陳情簡述如下: 《機車在南科南路快車道中線無法行駛，導致擁擠，政府應如何改善？此外，社內抽水站旁防汛道路轉彎也造成交通瓶頸，如何解決？南科管理局對於周遭改善工程評估是否有具
c49c8fb8-cf67-42fe-8ebc-5d77210f5cd3,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 民眾來信詢問：國科會補助申請機構延攬之博後，113年是否調薪？請你以國科會人員專業回答。  ### 待評分的回覆: 線稿：  **公文**  **受文者：** [請填寫受文者單
3a06aec0-c994-4bae-9080-7cf3143338c2,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 請撰寫一篇新聞稿，介紹科技部於107年舉辦的「科創講堂」系列講座，特別是第五場「腦科學」講座的內容和活動詳情。  ### 待評分的回覆: ## 新聞稿  **科技部「科創講堂」
e9de7a2f-9825-4ca4-87c9-3aa5a62f8a33,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 立院質詢時提問。  IC設計前進基地的攬才流程是什麼？課程師資來源為何？第一批攬才預計有多少人？預計培訓課程內容時數？  可不可以幫我以國科會的角度進行解釋。  ### 待評分
52b7d632-48de-488c-bb2c-8eba8b867282,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 麻煩依照國科會角度回覆此陳情：　[教評會因用法錯誤被教育部撤銷，學術倫理案件處理時涉事人須迴避，且若涉學術管理疏失，國科會應追究並追回相關補助。]  ### 待評分的回覆: 好
136b2259-5974-4f24-ba2a-8d38721f894b,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 民眾陳情。 關於蔡總統重視淨零轉型社會科學調查的需求，指出目前專注於自然科學，忽視社會科學與法律的整合，並建議完善調查方法與跨部會協作。 請妳協助寫一篇國科會的回覆  ### 
42cf8004-af75-4855-9848-9ec920da2f89,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 委員詢問：	『推動各產業導入生成式AI先期計畫』計畫目的期成及內容？未來有銜接計畫？	請以國科會人員專業回答。  ### 待評分的回覆: 委員您好，關於「推動各產業導入生成式A
5a612373-9b9b-45e8-b818-2693fad368ba,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 本會及科發基金需將○○年度原始憑證留存代辦、受委託機關（構）、學校或民間團體案件審核結果紀錄函送審計部一案，請提供簽及函的主旨及說明。  ### 待評分的回覆: 好的，針對「本
1eaf2afd-662a-4e88-aa14-91b0b02c9386,pending,N/A,N/A,False,N/A,N/A,### 原始任務指令: 立院問詢：請問科技民主與社會研究中心在運作上是否設有明確的目標？其預算分配和人員編制如何？麻煩用國科會專家語氣答覆。  ### 待評分的回覆: 公文的撰寫需要您提供**國家發展
